,Adela RĂILEANU,Adrian BELÎI,Alexandr TRUBCA,Alina DANDARA,Alla DAROVANNAIA,Alla PILIPEȚCAIA,Ana CALINICI,Ana OGLINDA,Ana RACU,Ana SPEIANU,Andrian CHEPTONAR,Angela MUNTEANU-POJOGA,Artemie CĂTĂNOI,Boris MARCOCI,Boris POPA,Corneliu FURCULIȚĂ,Diana CARAMAN,Doina GHERMAN,Dorian ISTRATII,Efimia BANDALAC,Ersilia QATRAWI,Eugeniu SINCHEVICI,Evghenia COJOCARI,Gheorghe ICHIM,Grigore NOVAC,Igor CHIRIAC,Igor GROSU,Ina COȘERU,Inga SIBOVA,Ion BABICI,Ion GROZA,Ion POIA,Ion ȘPAC,Larisa NOVAC,Larisa VOLOH,Lilian CARP,Liliana GROSU,Liliana NICOLAESCU-ONOFREI,Marcela ADAM,Marcela NISTOR,Maria GONȚA,Maria PANCU,Mariana CUȘNIR,Mariana LUCREȚEANU,Marina MOROZOVA,Natalia DAVIDOVICI,Oazu NANTOI,Oleg CANAȚUI,Olesea STAMATE,Petru BURDUJA,Radu MARIAN,Radu MUDREAC,Sergiu LAZARENCU,Vasile GRĂDINARU,Veronica ROȘCA,Victor SPÎNU,Viorel BARDA,Virgiliu PÂSLARIUC,Vitali GAVROUC,Vlad BATRÎNCEA
Eugeniu SINCHEVICI,-0.024997070827383575,-0.07181552739102748,-0.04743055440950459,-0.05455153748722257,-0.024997070827383575,-0.024997070827383592,-0.03376679854425022,0.16003588750309958,-0.03565464589691852,0.4297698298497822,-0.06065581193247548,0.16805366060343543,-0.05302499744845381,-0.05576029983509048,-0.04062920762890227,-0.035654645896918455,-0.024997070827383606,0.2264780920688284,-0.03635796109180426,0.6166892270150904,-0.04404923050107788,0.9999999999999999,-0.02499707082738364,-0.024997070827383592,-0.02499707082738364,-0.05952438906562464,-0.05467325012734175,0.06607384575161698,-0.02499707082738362,-0.02499707082738359,-0.04140911002284334,-0.035654645896918476,-0.02499707082738364,0.8620618799897749,-0.06065581193247548,-0.051937832994092936,-0.035654645896918497,-0.05576029983509047,0.810403165062003,-0.035654645896918434,-0.024997070827383606,-0.024997070827383658,-0.03809765707089512,-0.024997070827383658,-0.061334112963013186,-0.0440492305010779,-0.05131580057907873,-0.024997070827383613,0.14111845159246633,-0.04404923050107792,0.07149289490881938,-0.03565464589691848,-0.04404923050107787,-0.0603831388865439,0.0039574177496337895,0.1350671941770005,-0.02499707082738363,-0.024997070827383623,-0.024997070827383613,-0.035654645896918614
Evghenia COJOCARI,-0.01694915254237286,-0.048694198494971655,-0.060536613968600175,-0.03698842703117965,-0.01694915254237286,-0.016949152542372874,-0.022895427362117676,-0.051064292118816586,-0.02417547385148628,-0.03479445003196117,-0.041127403131521786,-0.030901162330454916,0.05033470869953043,-0.037808022957557016,-0.02754845327811877,-0.024175473851486183,-0.016949152542372906,-0.03839061540937684,-0.0246523535869482,-0.029867384554474935,-0.029867384554474963,-0.02499707082738364,1.0,-0.01694915254237287,1.0,0.17978655435398713,-0.03707095374472772,-0.029867384554474956,-0.01694915254237292,-0.01694915254237287,-0.02807726262279575,-0.02417547385148625,-0.01694915254237293,-0.021549021871691856,-0.04112740313152178,-0.035216216340549146,-0.02417547385148626,0.12422636114625908,-0.02289542736211766,-0.024175473851486162,-0.01694915254237289,-0.01694915254237293,-0.02583194669730027,-0.01694915254237293,-0.04158732212425591,-0.029867384554474963,-0.03479445003196122,-0.01694915254237291,-0.034794450031961105,-0.029867384554474942,-0.050678868021778525,-0.024175473851486242,-0.029867384554474956,-0.04094251838716106,-0.037566332713888324,-0.022895427362117676,-0.01694915254237285,-0.016949152542372916,-0.016949152542372885,-0.0241754738514863
Gheorghe ICHIM,-0.016949152542372878,-0.048694198494971704,-0.06053661396860023,-0.036988427031179716,-0.016949152542372878,-0.01694915254237288,-0.02289542736211768,-0.05106429211881658,-0.024175473851486218,-0.03479445003196107,-0.041127403131521814,-0.03090116233045486,-0.03595336335680756,-0.03780802295755703,-0.02754845327811885,-0.024175473851486197,-0.016949152542372878,-0.038390615409376924,-0.024652353586948228,-0.029867384554474956,-0.02986738455447496,-0.02499707082738359,-0.01694915254237287,1.0,-0.01694915254237287,-0.040360246895792984,-0.03707095374472784,-0.029867384554474952,-0.01694915254237287,-0.01694915254237288,-0.02807726262279566,-0.024175473851486207,-0.01694915254237287,-0.02154902187169185,-0.04112740313152181,-0.0352162163405491,-0.024175473851486218,-0.03780802295755703,-0.02289542736211767,-0.024175473851486187,-0.01694915254237288,-0.01694915254237287,-0.025831946697300236,-0.01694915254237287,-0.041587322124255845,-0.029867384554474952,-0.034794450031961105,-0.016949152542372878,-0.03479445003196107,-0.02986738455447496,-0.05067886802177857,-0.02417547385148621,-0.029867384554474945,-0.04094251838716109,-0.037566332713888345,-0.022895427362117672,-0.016949152542372933,-0.016949152542372874,-0.016949152542372885,-0.02417547385148622
Grigore NOVAC,-0.01694915254237286,-0.048694198494971655,-0.060536613968600175,-0.03698842703117965,-0.01694915254237286,-0.016949152542372874,-0.022895427362117676,-0.051064292118816586,-0.02417547385148628,-0.03479445003196117,-0.041127403131521786,-0.030901162330454916,0.05033470869953043,-0.037808022957557016,-0.02754845327811877,-0.024175473851486183,-0.016949152542372906,-0.03839061540937684,-0.0246523535869482,-0.029867384554474935,-0.029867384554474963,-0.02499707082738364,1.0,-0.01694915254237287,1.0,0.17978655435398713,-0.03707095374472772,-0.029867384554474956,-0.01694915254237292,-0.01694915254237287,-0.02807726262279575,-0.02417547385148625,-0.01694915254237293,-0.021549021871691856,-0.04112740313152178,-0.035216216340549146,-0.02417547385148626,0.12422636114625908,-0.02289542736211766,-0.024175473851486162,-0.01694915254237289,-0.01694915254237293,-0.02583194669730027,-0.01694915254237293,-0.04158732212425591,-0.029867384554474963,-0.03479445003196122,-0.01694915254237291,-0.034794450031961105,-0.029867384554474942,-0.050678868021778525,-0.024175473851486242,-0.029867384554474956,-0.04094251838716106,-0.037566332713888324,-0.022895427362117676,-0.01694915254237285,-0.016949152542372916,-0.016949152542372885,-0.0241754738514863
Igor CHIRIAC,-0.04036024689579301,0.41110709266074685,-0.144153088474473,0.21764941632900484,-0.04036024689579301,-0.040360246895793,0.5402420604819272,0.265302717405788,0.41344260396890437,0.030128888378074144,0.3217858257404127,0.07692824000771602,0.5681663709233472,0.08535361682060204,0.4711264121890607,-0.05756795751465746,-0.04036024689579294,-0.008310711660711791,-0.05870352956256557,-0.07112184587026206,0.3168154952402586,-0.05952438906562464,0.17978655435398713,-0.040360246895792984,0.17978655435398713,0.9999999999999998,0.15247565274013675,-0.07112184587026203,-0.04036024689579291,-0.040360246895793,-0.06685910984522903,0.09943556297986261,0.17978655435398713,-0.05131370674315523,0.3599422477649671,0.2515763279645192,-0.0575679575146574,-0.054953698500935504,-0.05451984096606604,-0.057567957514657445,-0.040360246895792956,-0.04036024689579288,-0.06151244104361823,-0.04036024689579288,-0.04501363669614572,0.18750304820341815,0.03012888837807418,-0.04036024689579293,-0.08285444303970349,-0.07112184587026206,-0.06344009892223458,-0.057567957514657424,-0.07112184587026206,0.13885588690086398,0.5378917612730101,-0.05451984096606611,-0.0403602468957931,-0.04036024689579293,-0.04036024689579298,-0.05756795751465738
Igor GROSU,-0.03707095374472784,0.18933916875124954,-0.04965181911046992,0.06619138346145521,-0.03707095374472784,-0.037070953744727846,0.2837671982309867,0.3536758757487218,-0.05287626450141408,-0.07610194341477633,0.03855141063798681,-0.0675865980052265,0.2673647892755015,-0.023626625355460878,0.34143705984119055,-0.05287626450141402,-0.037070953744727825,0.2658968520282394,0.005991032145745096,-0.06532553344640135,-0.06532553344640138,-0.05467325012734174,-0.03707095374472772,-0.03707095374472784,-0.03707095374472772,0.15247565274013675,1.0,-0.06532553344640135,-0.03707095374472775,-0.037070953744727846,-0.061410203334125724,-0.05287626450141408,-0.03707095374472772,-0.04713172478992743,0.03855141063798672,0.23107327468339361,-0.05287626450141408,-0.08269318874411281,-0.05007656439370348,-0.05287626450141402,-0.03707095374472786,0.7043481211498285,0.16949783750388459,0.7043481211498285,0.18191843999057503,0.3701780228629402,0.49466263219604745,-0.03707095374472779,-0.07610194341477632,-0.06532553344640137,0.08192826583423199,-0.05287626450141408,0.04355035563093434,0.5074438466463612,0.26996929210154935,-0.050076564393703504,0.3336385837025502,-0.037070953744727776,-0.03707095374472785,-0.05287626450141388
Ina COȘERU,-0.029867384554474956,-0.0381367701196685,0.22668681750163283,-0.06518010687811754,-0.029867384554474956,-0.02986738455447496,-0.04034576548024156,-0.014997375688861543,-0.04260143228423057,0.09197090092274494,-0.020706774268088184,-0.05445327701173311,-0.012671228566973553,0.12373098937484753,-0.048545214628375084,-0.042601432284230537,-0.029867384554474952,0.15785235468140574,0.24617007624284515,0.12280701754385971,-0.05263157894736843,0.06607384575161698,-0.029867384554474956,-0.029867384554474952,-0.029867384554474956,-0.07112184587026203,-0.06532553344640135,1.0,-0.029867384554474952,0.2688064609902746,-0.049477069599529445,0.17040572913692204,-0.029867384554474956,-0.03797316245786213,-0.07247370993830862,-0.06205716028380912,-0.04260143228423056,-0.06662437889414856,-0.04034576548024152,-0.042601432284230537,0.26880646099027466,-0.029867384554474963,-0.04552042846213896,-0.029867384554474963,0.14656833601216485,-0.05263157894736842,-0.06131393394849676,-0.029867384554474956,0.24525573579398655,-0.052631578947368425,-0.08930506915952464,-0.04260143228423056,0.2105263157894736,-0.07214791053658218,-0.01891385092073039,0.3631118893221739,-0.029867384554474973,-0.029867384554474956,-0.02986738455447496,-0.04260143228423062
Inga SIBOVA,-0.01694915254237286,-0.04869419849497166,-0.060536613968600175,-0.03698842703117965,-0.01694915254237286,-0.016949152542372874,-0.022895427362117672,-0.051064292118816586,-0.02417547385148627,-0.034794450031961154,-0.041127403131521786,-0.030901162330454916,-0.0359533633568076,-0.037808022957557016,-0.027548453278118785,-0.024175473851486183,-0.016949152542372906,-0.03839061540937688,-0.024652353586948204,-0.029867384554474935,-0.02986738455447496,-0.02499707082738362,-0.01694915254237292,-0.01694915254237287,-0.01694915254237292,-0.04036024689579291,-0.03707095374472775,-0.02986738455447495,1.0,-0.01694915254237287,-0.028077262622795727,-0.024175473851486242,-0.01694915254237292,-0.021549021871691856,-0.041127403131521786,-0.03521621634054914,-0.02417547385148625,-0.03780802295755701,-0.022895427362117658,-0.024175473851486162,-0.01694915254237289,-0.016949152542372916,-0.02583194669730027,-0.016949152542372916,-0.0415873221242559,-0.02986738455447496,-0.0347944500319612,-0.01694915254237291,-0.03479445003196108,-0.02986738455447493,-0.050678868021778525,-0.024175473851486242,-0.02986738455447495,-0.04094251838716106,-0.037566332713888324,-0.022895427362117672,-0.016949152542372857,-0.016949152542372916,-0.016949152542372885,-0.024175473851486284
Ion BABICI,-0.01694915254237288,0.11361979648826735,0.16647568841365068,-0.03698842703117973,-0.01694915254237288,-0.016949152542372888,-0.022895427362117686,-0.05106429211881659,-0.024175473851486218,0.4871223004474545,0.13513289600357173,-0.030901162330454864,-0.03595336335680755,0.1242263611462589,-0.027548453278118855,-0.024175473851486207,-0.016949152542372878,-0.03839061540937693,0.9614417898909821,-0.02986738455447496,-0.02986738455447497,-0.02499707082738359,-0.01694915254237287,-0.016949152542372885,-0.01694915254237287,-0.040360246895793,-0.037070953744727846,0.2688064609902746,-0.01694915254237287,1.0,-0.02807726262279566,0.7010887416930996,-0.01694915254237287,-0.021549021871691856,-0.04112740313152182,-0.03521621634054911,-0.024175473851486218,-0.03780802295755704,-0.022895427362117672,-0.02417547385148619,-0.01694915254237288,-0.016949152542372874,-0.02583194669730024,-0.016949152542372874,0.7069844761123493,-0.02986738455447496,-0.03479445003196111,-0.016949152542372878,0.4871223004474544,-0.029867384554474963,-0.050678868021778574,-0.02417547385148622,0.8661541520797729,-0.0409425183871611,-0.03756633271388836,0.8929216671225885,-0.016949152542372933,-0.016949152542372874,-0.016949152542372885,-0.02417547385148622
Ion GROZA,-0.028077262622795644,0.3226591526465664,0.18176192632941424,0.6071646125115655,-0.028077262622795644,-0.028077262622795657,-0.03792761468753188,0.12688648033134464,-0.04004808657316383,0.1585073648686651,0.004866424930308719,0.04479088508650649,0.11911769896674211,-0.06263120159985297,-0.045635624294951944,-0.04004808657316372,-0.02807726262279571,0.01589907501872234,-0.04083806574991506,-0.04947706959952941,-0.04947706959952945,-0.04140911002284334,-0.028077262622795748,-0.028077262622795664,-0.028077262622795748,-0.06685910984522903,-0.061410203334125724,-0.049477069599529445,-0.028077262622795727,-0.028077262622795657,1.0,-0.04004808657316376,-0.028077262622795748,-0.03569721523499575,0.07786279888493963,-2.0644762558622895e-17,-0.040048086573163805,0.00447365725713234,-0.037927614687531856,-0.0400480865731637,-0.0280772626227957,-0.02807726262279576,-0.042792130737211366,-0.02807726262279576,0.3444591586931515,-0.04947706959952947,-0.05763904177042384,-0.02807726262279572,0.15850736486866496,-0.04947706959952947,-0.08395250932553515,-0.04004808657316377,-0.04947706959952943,0.15825524547117328,0.03778300245540398,-0.03792761468753189,-0.02807726262279565,-0.028077262622795727,-0.028077262622795685,-0.04004808657316392
Ion POIA,-0.024175473851486204,0.04630340934908125,0.0755532560608605,-0.05275855227949351,-0.024175473851486204,-0.024175473851486214,-0.032656960525177185,-0.07283570407292321,-0.034482758620689724,0.6948083337796518,0.06704250637731725,-0.04407596427212609,-0.05128218614662352,0.061631526117510625,-0.03929381780056909,-0.034482758620689696,-0.024175473851486218,-0.05475856781933953,0.6680961913906412,-0.042601432284230585,-0.04260143228423057,-0.035654645896918476,-0.02417547385148625,-0.024175473851486207,-0.02417547385148625,0.09943556297986261,-0.05287626450141408,0.17040572913692204,-0.024175473851486242,0.7010887416930996,-0.04004808657316376,0.9999999999999999,0.7010887416930983,-0.030736511072267252,-0.05866219308015263,0.45207678888058045,-0.034482758620689724,-0.05392758535282183,-0.03265696052517717,-0.03448275862068968,-0.024175473851486204,-0.024175473851486256,-0.03684547356290049,-0.024175473851486256,0.6525001988508141,-0.0426014322842306,0.3225895835405532,-0.02417547385148622,0.32258958354055256,-0.042601432284230606,0.022000072735054606,-0.034482758620689724,0.5964200519792274,-0.05839848217828556,0.06123754258174797,0.6204822499783664,-0.024175473851486273,-0.024175473851486235,-0.024175473851486207,-0.0344827586206898
Ion ȘPAC,-0.01694915254237286,-0.048694198494971655,-0.060536613968600175,-0.036988427031179646,-0.01694915254237286,-0.016949152542372874,-0.02289542736211768,-0.051064292118816586,-0.02417547385148628,0.4871223004474532,-0.041127403131521786,-0.030901162330454916,-0.03595336335680762,-0.037808022957557016,-0.02754845327811878,-0.024175473851486183,-0.016949152542372906,-0.03839061540937684,-0.0246523535869482,-0.029867384554474935,-0.02986738455447497,-0.02499707082738364,-0.01694915254237293,-0.01694915254237287,-0.01694915254237293,0.17978655435398713,-0.03707095374472772,-0.029867384554474956,-0.01694915254237292,-0.01694915254237287,-0.02807726262279575,0.7010887416930982,1.0,-0.021549021871691856,-0.04112740313152178,0.6691081104704306,-0.02417547385148626,-0.03780802295755701,-0.022895427362117672,-0.024175473851486162,-0.01694915254237289,-0.016949152542372933,-0.02583194669730027,-0.016949152542372933,0.20793661062127894,-0.02986738455447497,0.48712230044745347,-0.01694915254237291,-0.034794450031961105,-0.029867384554474942,0.08152687464373061,-0.024175473851486242,-0.029867384554474956,-0.04094251838716106,0.12343223605991911,-0.02289542736211768,-0.016949152542372843,-0.016949152542372916,-0.016949152542372885,-0.0241754738514863
Larisa NOVAC,-0.021549021871691845,-0.06190942855516633,-0.004810361518025259,-0.047026800962567804,-0.021549021871691845,-0.021549021871691852,-0.02910906983429235,0.17853755511932864,-0.03073651107226728,0.45343330408390314,-0.052289063266816045,0.18170468542920548,-0.04571082898686708,-0.04806882890463164,-0.03502489111106641,-0.030736511072267242,-0.021549021871691863,-0.04880953245633807,-0.03134281229139588,0.5316242744100698,0.15189264983144843,0.8620618799897749,-0.021549021871691856,-0.021549021871691852,-0.021549021871691856,-0.05131370674315523,-0.047131724789927436,-0.03797316245786213,-0.021549021871691856,-0.021549021871691852,-0.03569721523499575,-0.030736511072267252,-0.021549021871691856,0.9999999999999999,-0.052289063266816045,-0.044773625953482714,-0.030736511072267263,-0.04806882890463163,0.844163025194476,-0.030736511072267228,-0.021549021871691863,-0.021549021871691852,-0.03284253787774157,-0.021549021871691852,-0.05287380072840034,-0.03797316245786213,-0.04423739552038095,-0.02154902187169186,-0.04423739552038087,-0.037973162457862135,0.06163129939100828,-0.030736511072267256,-0.03797316245786212,-0.05205400222821773,-0.04776154579215916,-0.02910906983429234,-0.02154902187169192,-0.02154902187169186,-0.02154902187169187,-0.030736511072267287
Larisa VOLOH,-0.04112740313152182,-0.005626537617546369,-0.06820037244769,-0.01981560602027718,-0.04112740313152182,-0.041127403131521814,-0.05555613878842704,0.3186215021010484,0.44415660474972624,0.09649064802175904,-0.09979633401221982,0.085693930358212,-0.027418738176927745,-0.03557335191422067,0.31513484014662335,-0.058662193080152594,-0.04112740313152181,0.039923774000618875,0.05412226883279519,-0.07247370993830861,0.34166177542345544,-0.06065581193247548,-0.04112740313152178,-0.04112740313152181,-0.04112740313152178,0.3599422477649671,0.03855141063798672,-0.07247370993830862,-0.041127403131521786,-0.04112740313152182,0.07786279888493963,-0.05866219308015262,-0.04112740313152178,-0.052289063266816045,1.0,0.012207534292296342,-0.05866219308015262,0.02059509847665409,-0.05555613878842693,-0.058662193080152594,-0.04112740313152181,-0.04112740313152178,0.36713539171496995,-0.04112740313152178,-0.014416047881102664,-0.07247370993830862,0.09649064802175912,-0.041127403131521786,-0.08442931701903927,-0.07247370993830853,-0.03131613713904559,-0.05866219308015262,0.03106016140213241,0.46835348093340445,0.5227479522666533,-0.055556138788427016,0.31139319513866587,-0.04112740313152179,-0.04112740313152181,-0.05866219308015263
Lilian CARP,-0.035216216340549104,0.05620816683054756,0.09433526936138228,-0.020959896670137704,-0.035216216340549104,-0.035216216340549104,0.07928521511404354,0.03536639278448713,0.05023075432006429,0.28917761562712796,-0.012207534292296303,-4.900636074407888e-18,0.10458328146907002,-0.033666803758725015,0.6296288365278429,-0.05023075432006431,-0.03521621634054913,-0.07976636084450286,-0.0512215944160791,-0.062057160283809205,0.02068572009460295,-0.051937832994092936,-0.03521621634054915,-0.0352162163405491,-0.03521621634054915,0.2515763279645191,0.23107327468339364,-0.06205716028380913,-0.035216216340549146,-0.035216216340549104,-2.0644762558622895e-17,0.45207678888058045,0.6691081104704306,-0.044773625953482714,0.012207534292296342,1.0,-0.05023075432006427,-0.07855587543702491,-0.047571129068426136,-0.05023075432006429,-0.035216216340549125,-0.035216216340549125,0.16101750593996952,-0.035216216340549125,0.08640833984416174,-0.06205716028380924,0.28917761562712824,-0.03521621634054913,0.07229440390678199,-0.062057160283809275,0.07782922322128415,-0.050230754320064255,-0.062057160283809136,0.3308223120140602,0.18955899032475143,-0.04757112906842617,-0.03521621634054926,-0.03521621634054914,-0.03521621634054911,-0.05023075432006446
Liliana GROSU,-0.024175473851486204,0.04630340934908126,0.07555325606086044,-0.05275855227949351,-0.024175473851486204,-0.024175473851486214,-0.03265696052517719,-0.07283570407292321,-0.03448275862068973,-0.04962916669854661,0.06704250637731725,-0.04407596427212611,0.010256437229324601,-0.053927585352821855,-0.03929381780056909,-0.034482758620689696,-0.024175473851486228,0.2190342712773575,-0.035162957441612686,-0.042601432284230585,-0.04260143228423059,-0.03565464589691849,-0.02417547385148626,-0.024175473851486218,-0.02417547385148626,-0.0575679575146574,-0.05287626450141408,-0.04260143228423056,-0.02417547385148625,-0.024175473851486214,-0.0400480865731638,-0.034482758620689724,-0.02417547385148626,-0.030736511072267266,-0.05866219308015263,-0.05023075432006427,0.9999999999999999,-0.05392758535282183,0.2939126447265945,-0.03448275862068968,-0.024175473851486218,-0.024175473851486263,-0.03684547356290051,-0.024175473851486263,-0.05931819989552858,-0.0426014322842306,-0.0496291666985467,-0.024175473851486235,-0.0496291666985466,-0.042601432284230606,0.2105721247498086,-0.034482758620689724,-0.04260143228423058,-0.05839848217828556,-0.053582849759029494,-0.032656960525177206,-0.02417547385148627,-0.024175473851486246,-0.02417547385148622,-0.03448275862068983
Liliana NICOLAESCU-ONOFREI,-0.037808022957557044,-0.05689663629113939,-0.09886667646066986,0.2389549219286528,-0.037808022957557044,-0.03780802295755704,-0.051072219756471436,-0.07322641444005258,-0.05392758535282183,0.00554393232647379,-0.06365757710965808,-0.06893039943349698,-0.038954387541633016,-0.08433734939759041,-0.06145160068507379,-0.05392758535282178,-0.03780802295755702,-0.055052307550539845,0.10212678964802986,-0.06662437889414856,-0.06662437889414864,-0.055760299835090454,0.12422636114625908,-0.03780802295755703,0.12422636114625908,-0.054953698500935504,-0.08269318874411281,-0.06662437889414856,-0.037808022957557,-0.03780802295755704,0.00447365725713234,-0.05392758535282183,-0.037808022957557,-0.04806882890463162,0.02059509847665409,-0.07855587543702491,-0.05392758535282183,1.0,-0.05107221975647135,-0.0539275853528218,-0.03780802295755702,-0.03780802295755701,-0.0576226351924252,-0.03780802295755701,-0.013252533049630531,-0.06662437889414857,-0.07761505257063345,-0.03780802295755701,-0.07761505257063336,-0.0666243788941485,-0.09198315571253055,-0.05392758535282181,0.07614214730759854,-0.004349018325342734,-0.08379821741099712,-0.051072219756471436,-0.03780802295755697,-0.03780802295755701,-0.03780802295755703,-0.053927585352821834
Marcela ADAM,-0.02289542736211767,0.0073086216212546575,0.02044367180603296,-0.04996508481555053,-0.02289542736211767,-0.022895427362117672,-0.030927835051546348,0.16095144022826174,-0.032656960525177164,0.42301254955845835,0.02380977376646869,0.16696889493989653,-0.04856688953041697,-0.05107221975647138,-0.03721328304710383,-0.032656960525177164,-0.02289542736211767,0.1210048075671182,-0.03330114408045763,0.49759777425631213,-0.04034576548024154,0.810403165062003,-0.02289542736211766,-0.02289542736211767,-0.02289542736211766,-0.05451984096606604,-0.05007656439370348,-0.04034576548024152,-0.022895427362117658,-0.022895427362117672,-0.037927614687531856,-0.03265696052517717,-0.022895427362117672,0.844163025194476,-0.05555613878842693,-0.047571129068426136,0.29391264472659456,-0.05107221975647135,0.9999999999999998,-0.03265696052517717,-0.02289542736211767,-0.022895427362117665,-0.034894574094577836,-0.022895427362117665,-0.05617741125997242,-0.04034576548024154,-0.047001394395384304,-0.02289542736211766,-0.04700139439538423,-0.04034576548024154,0.11012896555149462,-0.03265696052517717,-0.04034576548024153,-0.055306390889569464,-0.05074573727280646,-0.030927835051546348,-0.02289542736211768,-0.02289542736211766,-0.022895427362117672,-0.03265696052517722
Marcela NISTOR,-0.02417547385148619,0.04630340934908122,0.0755532560608604,-0.052758552279493554,-0.02417547385148619,-0.02417547385148619,-0.03265696052517717,-0.07283570407292311,-0.03448275862068968,-0.049629166698546535,0.06704250637731722,-0.04407596427212603,-0.051282186146623485,-0.0539275853528218,-0.03929381780056905,-0.03448275862068967,-0.024175473851486173,-0.05475856781933946,-0.03516295744161268,-0.04260143228423054,-0.042601432284230537,-0.03565464589691844,-0.024175473851486162,-0.024175473851486187,-0.024175473851486162,-0.057567957514657445,-0.05287626450141402,-0.042601432284230537,-0.024175473851486162,-0.02417547385148619,-0.0400480865731637,-0.03448275862068968,-0.024175473851486162,-0.030736511072267228,-0.0586621930801526,-0.05023075432006429,-0.03448275862068968,-0.0539275853528218,-0.032656960525177164,1.0,-0.02417547385148618,-0.024175473851486166,-0.036845473562900424,-0.024175473851486166,-0.059318199895528535,-0.04260143228423054,-0.049629166698546584,-0.024175473851486176,-0.04962916669854653,-0.04260143228423055,-0.07228595327232226,-0.03448275862068968,-0.042601432284230516,-0.058398482178285534,-0.05358284975902947,-0.03265696052517717,-0.024175473851486273,-0.02417547385148617,-0.024175473851486187,-0.03448275862068969
Maria GONȚA,-0.016949152542372874,-0.0486941984949717,0.1664756884136507,-0.036988427031179695,-0.016949152542372874,-0.016949152542372878,-0.02289542736211768,0.20425716847526604,-0.024175473851486242,-0.0347944500319611,-0.0411274031315218,-0.030901162330454902,0.13662278075586856,-0.03780802295755702,-0.02754845327811886,-0.02417547385148619,-0.0169491525423729,-0.03839061540937693,-0.024652353586948218,0.5674803065350241,-0.02986738455447496,-0.024997070827383606,-0.01694915254237289,-0.01694915254237288,-0.01694915254237289,-0.04036024689579296,-0.03707095374472785,0.26880646099027466,-0.01694915254237289,-0.016949152542372878,-0.028077262622795696,-0.024175473851486204,-0.01694915254237289,-0.021549021871691863,-0.04112740313152181,-0.03521621634054913,-0.024175473851486218,-0.03780802295755702,-0.02289542736211767,-0.024175473851486183,1.0,-0.016949152542372895,-0.025831946697300247,-0.016949152542372895,-0.041587322124255865,-0.02986738455447496,-0.03479445003196115,-0.0169491525423729,-0.03479445003196106,-0.02986738455447497,-0.05067886802177855,-0.024175473851486207,-0.02986738455447495,-0.04094251838716108,-0.03756633271388833,-0.022895427362117672,-0.01694915254237291,-0.016949152542372895,-0.016949152542372895,-0.02417547385148625
Maria PANCU,-0.01694915254237286,-0.048694198494971634,-0.060536613968600175,-0.036988427031179626,-0.01694915254237286,-0.016949152542372874,-0.022895427362117683,0.45957862906934965,-0.024175473851486273,-0.03479445003196118,-0.041127403131521786,-0.03090116233045491,-0.03595336335680763,-0.037808022957557016,-0.02754845327811878,-0.024175473851486176,-0.016949152542372902,0.34551553868439255,-0.024652353586948193,-0.029867384554474945,-0.029867384554474973,-0.024997070827383658,-0.016949152542372926,-0.01694915254237287,-0.016949152542372926,-0.04036024689579288,0.7043481211498285,-0.02986738455447496,-0.016949152542372916,-0.016949152542372874,-0.028077262622795755,-0.024175473851486256,-0.01694915254237293,-0.021549021871691856,-0.04112740313152178,-0.035216216340549125,-0.024175473851486266,-0.03780802295755701,-0.022895427362117665,-0.024175473851486162,-0.016949152542372895,1.0,-0.02583194669730028,1.0,0.20793661062127888,0.5674803065350241,0.4871223004474533,-0.01694915254237291,-0.034794450031961126,-0.029867384554474935,0.08152687464373058,-0.024175473851486242,-0.02986738455447496,0.23200760419391198,0.36493008922063064,-0.02289542736211768,-0.016949152542372822,-0.016949152542372913,-0.016949152542372885,-0.024175473851486298
Mariana CUȘNIR,-0.02583194669730023,-0.07421409045940223,-0.023065734132760828,0.12812159421295122,-0.02583194669730023,-0.02583194669730024,-0.034894574094577815,2.97015695657927e-17,-0.036845473562900515,-0.05302969433666225,-0.06268165224401923,-0.047095993514091036,-0.054795976583481405,-0.008231805027489273,0.20993090211866225,-0.03684547356290046,-0.025831946697300268,-2.8419897593247407e-18,0.012524092915147177,-0.045520428462139,-0.045520428462138905,-0.03809765707089513,-0.02583194669730027,-0.025831946697300236,-0.02583194669730027,-0.06151244104361823,0.16949783750388456,-0.04552042846213897,-0.02583194669730027,-0.02583194669730024,-0.04279213073721137,-0.03684547356290049,-0.02583194669730027,-0.03284253787774157,0.36713539171496995,0.16101750593996952,-0.03684547356290051,-0.057622635192425206,-0.034894574094577836,-0.036845473562900424,-0.025831946697300247,-0.02583194669730028,1.0,-0.02583194669730028,0.012676521563087266,-0.045520428462138954,0.10605938867332429,-0.025831946697300264,-0.05302969433666226,-0.045520428462138954,0.12425387493146567,-0.0368454735629005,0.04552042846213886,0.2703994462225014,-0.0572542787524145,-0.034894574094577815,0.2841514136703041,-0.025831946697300264,-0.025831946697300243,-0.036845473562900584
